,Assets,Cases,Constituency,Education,Liabilities,Name,Party
3446,0,0,DHARMAPURI,12th Pass,"62,367",Sakthivel.V,IND
3447,0,6,NAMAKKAL,Post Graduate,0,Sakthiyvel N.K.S,IND
3448,0,5,BADAUN,Graduate,"50,00,000",Saleem Iqwal Shervani,INC
3449,0,0,BILASPUR,Post Graduate,"1,00,000",Salik Ram Jogivansh,IND
3450,0,6,YAVATMAL WASHIM,Literate,0,Salim Shah Suleman Shah,IND
3451,0,0,SURENDRANAGAR,8th Pass,0,Salimbhai Shahbudinbhai Pathan,IND
3452,0,0,CHENNAI CENTRAL,Post Graduate,"25,80,28,373",Sam Paul S R,Pattali Makkal Katchi
3453,0,0,NIZAMABAD,10th Pass,"1,50,000",Sama Bhaskar Reddy,IND
3454,0,0,NIZAMABAD,Graduate,"4,20,000",Sama Thirupathi	,IND
3455,0,1,JAMNAGAR,8th Pass,0,Sama Yusuf,IND
3456,0,7,DARJEELING,Graduate,0,Saman Pathak,CPI(M)
3457,0,0,BAREILLY,Post Graduate,0,Saman Tahir,Pragatishil Samajwadi Party (Lohia)
3458,0,0,THANJAVUR,Others,"2,70,000",Samantha.K.S,IND
3459,0,0,BOLANGIR,Post Graduate,"36,73,500",Samarendra Mishra,INC
3460,0,0,WARANGAL,Graduate,"55,52,696",Sambaiah Dommati,INC
3461,0,0,NAGAPATTINAM,Graduate Professional,0,Sambathkumar A,IND
3462,0,1,PURI,Post Graduate,"11,97,946",Sambit Patra,BJP
3463,0,1,RAMPUR,Others,0,Sameena Begum,IND
3464,0,0,YAVATMAL WASHIM,Others,"90,000",Sameer Arunrao Deshpande,IND
3465,0,0,PONNANI,10th Pass,0,Sameera Pa,IND
3466,0,0,MAYILADUTHURAI,10th Pass,0,Samidurai E,IND
3467,0,0,NAMAKKAL,12th Pass,"35,31,974",Saminathan P.P,IND
3468,0,0,KATIHAR,12th Pass,"57,83,943",Samir Kumar Jha,IND
3469,0,0,AHMEDABAD EAST,8th Pass,0,Samirbhai Rajeshbhai Upadhyay,Manvadhikar National Party
3470,0,0,NAGAPATTINAM,Graduate,"1,18,000",Sampath R,IND
3471,0,0,THANJAVUR,Post Graduate,"13,75,452",Sampath Ramadoss,Makkal Needhi Maiam
3472,0,0,CHENNAI CENTRAL,Post Graduate,0,Sampaul,IND
3473,0,0,BHONGIR,Graduate Professional,"11,000",Samrat Narender Boilla,RPI
3474,0,0,GUNTUR,10th Pass,"15,00,000",Samudrala Chinna Kotaiah,National Dalitha Dhal Party
3475,0,0,SHILLONG,12th Pass,0,Samuel Hashah,IND
3476,0,0,CHENNAI CENTRAL,Post Graduate,0,Samuel Paul P,IND
3477,0,0,SHILLONG,10th Pass,0,Sanbor Shullai,BJP
3478,0,0,JALGAON,Graduate Professional,"30,000",Sancheti Rupesh Parasmal,IND
3479,0,0,KOLHAPUR,Post Graduate,"1,09,000",Sandeep Bhairavnath Kogale,IND
3480,0,0,KOLHAPUR,10th Pass,"5,35,000",Sandeep Gundopant Sankpal,IND
3481,0,0,SUPAUL,Graduate,0,Sandeep Kumar Singh,IND
3482,0,0,BILASPUR,Graduate Professional,0,Sandeep Singh Porte,Adhikar Vikas Party
3483,0,4,BILASPUR,Post Graduate,"4,50,000",Sandeep Tiwari,Bhartiya Sarvjan Hitey Samaj Party
3484,0,0,BELGAUM,Graduate,0,Sandeep Vasant Lad,IND
3485,0,0,RAMTEK,Graduate Professional,0,Sandesh Bhioram Bhalekar,IND
3486,0,0,HINGOLI,Post Graduate,0,Sandesh Ramchandra Chavan,IND
3487,0,0,MYSORE,Post Graduate,"1,20,000",Sandhya P S,SUCI(C)
3488,0,0,MADHA,12th Pass,"50,000",Sandip Janaradhan Kharat,IND
3489,0,0,KHAGARIA,Graduate,0,Sandip Kumar Saket,SHS
3490,0,1,AHMEDNAGAR,10th Pass,0,Sandip Laxman Sakat,IND
3491,0,0,HINGOLI,Graduate,0,Sandip Nikhate,IND
3492,0,0,MADHA,12th Pass,0,Sandip Vitthal Pol,IND
3493,0,0,NIZAMABAD,5th Pass,"3,00,000",Sandireddy Gopal Reddy,IND
3494,0,0,CHEVELLA,Graduate,0,Sanem Raju Goud,IND
3495,0,2,BADAUN,Graduate Professional,0,Sangh Mitra Maurya,BJP
3496,0,2,SABARKANTHA,10th Pass,"1,16,000",Sanghani Mustakbhai Jamalbhai,IND
3497,0,0,AURANGABAD,Others,"29,000",Sangita Kalyanrao Nirmal,IND
3498,0,0,PARBHANI,Literate,"29,000",Sangita Kalyanrao Nirmal,IND
3499,0,1,AHMEDNAGAR,Graduate,"3,25,49,132",Sangram Arunkaka Jagtap,NCP
3500,0,0,KHAGARIA,Graduate,0,Sangram Kumar Sada,IND
3501,0,0,HATKANANGLE,Graduate,0,Sangramsinh Jaysingrao Gaikwad,IND
3502,0,0,BARPETA,Graduate,0,Saniara Parbin,Voters Party International
3503,0,0,PUNE,10th Pass,"1,65,000",Sanjay Baburao Jadhav,IND
3504,0,0,ALIGARH,5th Pass,0,Sanjay Balmiki,Bhartiya Bhaichara Party
3505,0,0,JHANJHARPUR,Post Graduate,0,Sanjay Bhartia,IND
3506,0,0,AHMEDNAGAR,5th Pass,0,Sanjay Dagdu Sawant,Bahujan Mukti Party
3507,0,0,HATKANANGLE,12th Pass,"2,08,000",Sanjay Ghanshyam Agrawal,IND
3508,0,0,TEHRI GARHWAL,10th Pass,"32,00,000",Sanjay Goyal,IND
3509,0,1,AMRAVATI,12th Pass,"1,30,000",Sanjay Hiramanji Athwale,Bahujan Maha Party
3510,0,0,BELGAUM,8th Pass,0,Sanjay Kamble,IND
3511,0,0,RAMPUR,Graduate Professional,"55,25,000",Sanjay Kapoor,INC
3512,0,0,PILIBHIT,8th Pass,"72,000",Sanjay Kumar Bharti,Naitik Party
3513,0,0,HYDERABAD,5th Pass,0,Sanjay Kumar Shukla,IND
3514,0,0,TEHRI GARHWAL,Graduate Professional,"68,88,378",Sanjay Kundaliya,Uttarakhand Pragatisheel Party
3515,0,0,ANDAMAN AND NICOBAR ISLANDS,12th Pass,"17,91,076",Sanjay Meshack,AAP
3516,0,1,SANGLI,10th Pass,"2,33,45,328",Sanjay Ramchandra Patil,BJP
3517,0,0,KOLHAPUR,Post Graduate,"1,05,80,414",Sanjay Sadashivrao Mandlik,SHS
3518,0,0,SUPAUL,Literate,"6,50,000",Sanjay Sardar,Lok Sewa Dal
3519,0,1,AKOLA,Graduate Professional,"1,49,85,774",Sanjay Shamrao Dhotre,BJP
3520,0,0,BARAMATI,12th Pass,"15,000",Sanjay Shinde,Bahujan Mukti Party
3521,0,0,BHUBANESWAR,Graduate,0,Sanjaya Kumar Sahoo,IND
3522,0,0,CUTTACK,Graduate,0,Sanjaya Kumar Sahoo,IND
3523,0,1,MADHA,Graduate,"11,24,17,440",Sanjaymama Vittalrao Shinde	,NCP
3524,0,0,SUPAUL,10th Pass,0,Sanjeet Kumar Chaudhary,Aam Janta Party Rashtriya
3525,0,1,MUZAFFARNAGAR,Doctorate,"23,73,645",Sanjeev Kumar Balyan,BJP
3526,0,0,NIZAMABAD,Graduate Professional,0,Sanjeeva Reddy Gaddam,IND
3527,0,10,AHMEDNAGAR,Others,"32,22,409",Sanjiv Baban Bhor,IND
3528,0,0,BANKA,Graduate,0,Sanjiv Kumar Kunal,IND
3529,0,0,RAIPUR,10th Pass,0,Sanju Kumar Yadav,IND
3530,0,2,DARJEELING,Graduate,0,Sankar Malakar,INC
3531,0,0,TRIPURA WEST,Post Graduate,0,Sankar Prasad Datta,CPI(M)
3532,0,0,ASKA,Post Graduate,0,Sankar Sahu,CPI(ML) Red Star
3533,0,0,THOOTHUKKUDI,8th Pass,0,"Sankaralingam, M.",IND
3534,0,0,VIRUDHUNAGAR,Others,0,"Sankaranarayanan, N.",IND
3535,0,0,PEDDAPALLE,12th Pass,0,Sankenapalli. Devadas,Anti Corruption Dynamic Party
3536,0,1,NELLORE,Graduate,"7,00,000",Sannapureddy Suresh Reddy,BJP
3537,0,0,PURNIA,Graduate Professional,"2,63,815",Sanoj Kumar Chauhan,Bihar Lok Nirman Dal
3538,0,3,JALGAON,8th Pass,0,Sant Shri Mahahansaji Maharaj Patil,Hindusthan Nirman Dal
3539,0,0,BARPETA,Graduate,0,Santanu Mukherjee,Bharatiya Gana Parishad
3540,0,1,KANNIYAKUMARI,10th Pass,0,Santhakumar N,IND
3541,0,0,RAIGANJ,Post Graduate,0,Santhapan Hasdak,JMM
3542,0,0,ALAPPUZHA,10th Pass,"25,000",Santhosh,IND
3543,0,0,NIZAMABAD,10th Pass,0,Santhosh Kamareddy,IND
3544,0,1,BANGALORE NORTH,Graduate Professional,0,Santhosh M.,Uttama Prajaakeeya Party
3545,0,0,MANDYA,Post Graduate,"3,00,000",Santhosh Mandya Gowda,Engineers Party
3546,0,0,BANGALORE SOUTH,Others,0,Santhosh Min B,IND
3547,0,0,ANAND,10th Pass,"12,23,545",Santolkumar Patel,IND
3548,0,0,BIDAR,10th Pass,0,Santosh,Bharatiya Jan Kranti Dal (Democratic)
3549,0,0,MADHA,Post Graduate,"2,20,300",Santosh Balasaheb Bichukale,IND
3550,0,0,MAHASAMUND,12th Pass,"2,00,000",Santosh Banjare,IND
3551,0,0,NIZAMABAD,12th Pass,"2,00,000",Santosh Barla,IND
3552,0,0,PARBHANI,Graduate,"50,000",Santosh Govind Rathod,Bhartiya Bahujan Kranti Dal
3553,0,0,NIZAMABAD,12th Pass,"13,86,000",Santosh Komamula,IND
3554,0,1,PURNIA,12th Pass,"25,00,000",Santosh Kumar,JD(U)
3555,0,0,VADAKARA,8th Pass,"50,000",Santosh Kumar,IND
3556,0,0,BAREILLY,Graduate Professional,"1,30,55,209",Santosh Kumar Gangwar,BJP
3557,0,0,BILASPUR,12th Pass,"7,26,958",Santosh Kumar Kaushal,SHS
3558,0,0,AURANGABAD,Graduate,0,Santosh Kumar Sinha,IND
3559,0,0,RAIPUR,12th Pass,"5,04,000",Santosh Kumar Yadu,SHS
3560,0,0,HINGOLI,8th Pass,0,Santosh Maroti Boinwad,IND
3561,0,0,DHARWAD,Post Graduate,"1,72,551",Santosh Nandur,Uttama Prajaakeeya Party
3562,0,0,RAJNANDGAON,Graduate Professional,"15,19,820",Santosh Pandey,BJP
3563,0,0,VADODARA,Post Graduate,"81,774",Santosh S. Solanki,Bhartiya Manavadhikaar Federal Party
3564,0,0,RAIPUR,Graduate,"10,45,000",Santosh Sahu,IND
3565,0,0,SAMBALPUR,12th Pass,"45,00,000",Santoshini Karna,Ambedkar National Congress
3566,0,0,MALAPPURAM,8th Pass,"1,08,000",Sanu Nk,IND
3567,0,0,POLLACHI,Others,0,Sanuja U,Naam Tamilar Katchi
3568,0,0,VIZIANAGARAM,Graduate,"2,26,88,000",Sanyasi Raju Pakalapati,BJP
3569,0,0,JAMNAGAR,8th Pass,0,Sapariya Vijaykumar Mansukhbhai,IND
3570,0,0,BHONGIR,Graduate Professional,0,Sapavat Devaram,IND
3571,0,0,JALNA,Illiterate,0,Sapkal Lilabai Dharma,Rashtriya Mahila Party
3572,0,0,SURENDRANAGAR,10th Pass,0,Sapra Vipul R.,IND
3573,0,0,KORAPUT,Graduate Professional,"12,17,963",Saptagiri Sankar Ulaka,INC
3574,0,0,GUNTUR,Post Graduate,0,Sarabandi Raju Sikhinam,Indian Labour Party (Ambedkar Phule)
3575,0,1,KARUR,Illiterate,0,Saraswathi K,Indian New Congress Party
3576,0,0,SAMBALPUR,Graduate Professional,"7,03,915",Sarat Pattanayak,INC
3577,0,0,ERODE,Others,"32,57,200",Saravanakumar A,Makkal Needhi Maiam
3578,0,0,NAGAPATTINAM,Post Graduate,"14,29,090",Saravanan M,AIADMK
3579,0,0,THOOTHUKKUDI,8th Pass,0,"Saravanan, G.",IND
3580,0,0,SIVAGANGA,8th Pass,"1,00,000",Saravanan.K,BSP
3581,0,0,SALEM,Graduate Professional,0,Saravanan.K.R.S,AIADMK
3582,0,0,DHARMAPURI,10th Pass,"1,55,500",Saravanan.S,IND
3583,0,0,NAMAKKAL,Graduate Professional,"36,00,000",Saravanavel R,IND
3584,0,0,TEHRI GARHWAL,8th Pass,"50,000",Sardar Khan,IND
3585,0,0,SURENDRANAGAR,8th Pass,0,Sardarkhan Malek,IND
3586,0,6,ARARIA,Graduate,"85,66,199",Sarfaraz Alam,RJD
3587,0,0,RAMPUR,Post Graduate,"8,500",Saroj,Peoples Party of India (Democratic)
3588,0,0,DHENKANAL,Graduate,0,Saroj Kumar Satpathy,Samata Kranti Dal
3589,0,0,TIRUCHIRAPPALLI,Post Graduate,"9,11,82,000",Sarubala. R. Thondaiman,IND
3590,0,0,FATEHPUR SIKRI,Graduate Professional,"28,883",Sarvesh Kumar,Bharatiya Majdoor Janta Party
3591,0,0,KOLAR,12th Pass,0,Sarvesh N.M.,Pyramid Party of India
3592,0,0,THIRUVANANTHAPURAM,Graduate,"3,68,753",Sasi T,IND
3593,0,2,CHENNAI CENTRAL,Others,"2,88,000",Sasikumar,Tamil Nadu Ilangyar Katchi
3594,0,0,SRIPERUMBUDUR,Others,0,Sasikumar A,IND
3595,0,0,FATEHPUR SIKRI,Post Graduate,0,Satendar,Aam Janta Party (India)
3596,0,0,ETAH,12th Pass,"32,18,593",Satendra Kumar Panda,IND
3597,0,0,KALLAKURICHI,12th Pass,"1,50,000",Sathees Kumar R,IND
3598,0,0,ATTINGAL,10th Pass,"1,75,000",Satheesh Kumar,IND
3599,0,0,MANDYA,10th Pass,0,Satheesh Kumar .T.N,IND
3600,0,0,ALAPPUZHA,Others,"2,76,89,000",Satheesh Shenoy,IND
3601,0,0,KAKINADA,Illiterate,0,Sathi Veera Lakshmi,Pyramid Party of India
3602,0,0,KALLAKURICHI,Graduate,"15,50,000",Sathish Kumar G,IND
3603,0,0,TIRUNELVELI,Graduate,"2,79,000",Sathya B,Naam Tamilar Katchi
3604,0,0,BULANDSHAHR,Not Given,0,Satish,Bharatiya Bahujan Parivartan Party
3605,0,0,ALIGARH,Literate,0,Satish Chandra Sharma,AAP
3606,0,0,BAREILLY,Graduate,0,Satish Kumar,CPI
3607,0,0,ALIGARH,10th Pass,"2,80,95,176",Satish Kumar Gautam,BJP
3608,0,0,JAMMU,10th Pass,0,Satish Poonchi,IND
3609,0,0,NAGPUR,Post Graduate,"10,00,000",Satish Vitthal Nikhar,IND
3610,0,0,KOPPAL,Graduate Professional,0,Satishreddy,IND
3611,0,1,GAUTAM BUDDHA NAGAR,8th Pass,"70,70,674",Satveer,BSP
3612,0,1,SUPAUL,12th Pass,0,Satya Narayan Mehta,Jan Adhikar Party
3613,0,4,PURI,Post Graduate,"1,38,069",Satya Prakash Nayak,INC
3614,0,0,KARIMGANJ,10th Pass,"50,000",Satyajit Das,IND
3615,0,1,TEHRI GARHWAL,5th Pass,0,Satyapal,BSP
3616,0,5,AGRA,Doctorate,"86,06,522",Satyapal Singh Baghel,BJP
3617,0,0,BHAGALPUR,Graduate Professional,"15,20,000",Satyendra Kumar,AAP
3618,0,0,AKOLA,Graduate Professional,"12,00,000",Sau. Pravina Laxman Bhatkar,Bahujan Mukti Party
3619,0,0,MAINPURI,Graduate Professional,"65,000",Savendra Singh,IND
3620,0,0,MADHA,8th Pass,0,Savita Ankush Aiwle,IND
3621,0,0,BARAMATI,Literate,0,Savita Bhimrao Kadale,Hindustan Janta Party
3622,0,0,NIZAMABAD,Illiterate,0,Sayanna Bai,IND
3623,0,1,BEED,12th Pass,0,Sayed Mujammil Sayed Jamil,SP
3624,0,0,BEED,12th Pass,"1,05,000",Sayyad Minhaj,IND
3625,0,0,PUNE,Graduate,"36,50,000",Sayyad Raj Faiyaz,Bhartiya Kisan Party
3626,0,0,OSMANABAD,10th Pass,0,Sayyad Sultan Ladkhan,IND
3627,0,0,WAYANAD,8th Pass,"40,000",Sebastian Wayanad,IND
3628,0,0,JANJGIR CHAMPA,Post Graduate,0,Seema Ajay,Ambedkarite Party of India
3629,0,2,ERODE,Post Graduate,0,Seethalakshmi M K,Naam Tamilar Katchi
3630,0,0,KANCHEEPURAM,Graduate Professional,0,Sekar.D,BSP
3631,0,0,NAMAKKAL,8th Pass,0,Selladurai S,IND
3632,0,0,TIRUNELVELI,Graduate,0,Selva Prakash R,IND
3633,0,0,TIRUNELVELI,Post Graduate,0,Selvaganesan R,United States of India Party
3634,0,0,VIRUDHUNAGAR,5th Pass,0,"Selvakumar, M.",IND
3635,0,0,TENKASI,Post Graduate,"24,000",Selvakumar. M,IND
3636,0,0,TIRUPPUR,8th Pass,"1,55,37,415","Selvam, S.R.",IND
3637,0,0,KANCHEEPURAM,Post Graduate,0,Selvam.G,DMK
3638,0,3,SALEM,10th Pass,"1,00,000",Selvam.S.K,IND
3639,0,0,KARUR,Graduate,0,Selvaraj K,IND
3640,0,0,NAMAKKAL,10th Pass,0,Selvaraj K.R,IND
3641,0,0,NAGAPATTINAM,12th Pass,"12,51,381",Selvaraj M,CPI
3642,0,0,THANJAVUR,Post Graduate,"7,76,000",Selvaraj.R,IND
3643,0,0,THOOTHUKKUDI,12th Pass,"5,45,976","Senai Natarajan, R.",IND
3644,0,2,NAGAPATTINAM,Graduate,0,Sengodi T,IND
3645,0,0,INNER MANIPUR,Graduate,0,Senjam Nandeshwore Singh,Rashtriya Janhit Sangharsh Party
3646,0,1,ARANI,12th Pass,0,Senjeraja K.N.K,IND
3647,0,0,SIVAGANGA,Post Graduate,"5,00,000",Senthamilselvi.R,IND
3648,0,0,ARANI,Post Graduate,"1,13,28,495",Senthamizhan G,IND
3649,0,2,MAYILADUTHURAI,12th Pass,0,Senthamizhan. S,IND
3650,0,0,SIVAGANGA,8th Pass,0,Senthil Kumar.C,IND
3651,0,0,THENI,12th Pass,0,Senthilkumar J,IND
3652,0,0,ERODE,Graduate,"79,00,000",Senthilkumar K C,IND
3653,0,0,VIRUDHUNAGAR,8th Pass,0,"Senthilkumar, S.",IND
3654,0,0,NAMAKKAL,10th Pass,0,Senthilmurugan S,Desiya Makkal Sakthi Katchi
3655,0,0,PERAMBALUR,10th Pass,0,"Senthilvel, A.",Ulzaipali Makkal Katchy
3656,0,0,DURG,Graduate Professional,"27,00,000",Sevakram Banjare,Rashtriya Jansabha Party
3657,0,5,GHAZIABAD,10th Pass,"12,03,000",Sewa Ram Kasana,Pragatishil Samajwadi Party (Lohia)
3658,0,0,UDHAMPUR,Graduate,0,Shaber Ahmed,IND
3659,0,0,SAHARANPUR,12th Pass,0,Shabnam,IND
3660,0,0,TIRUCHIRAPPALLI,Post Graduate,"35,68,000",Shadhik Batcha. A,IND
3661,0,0,THENI,Graduate,0,Shagul Hameed,Naam Tamilar Katchi
3662,0,1,KATIHAR,Graduate,"5,82,950",Shah Tariq Anwar,INC
3663,0,1,JALNA,Graduate,0,Shahadev Mahadev Palve,IND
3664,0,0,MADHA,10th Pass,"1,05,000",Shahajahan Paigmber Shaikh,Bahujan Maha Party
3665,0,0,ALIGARH,Others,0,Shaheen,IND
3666,0,1,ARARIA,Others,"3,00,000",Shaheen Praveen,IND
3667,0,0,YAVATMAL WASHIM,Graduate Professional,0,Shahejad Samiullah Khan,IND
3668,0,0,SAMBHAL,12th Pass,0,Shahla Wajid,Ambedkar Samaj Party
3669,0,0,BIDAR,Post Graduate,0,Shaik Abdul Gaffar,IND
3670,0,0,GUNTUR,5th Pass,0,Shaik Jaleel,Navarang Congress Party
3671,0,1,NELLORE,Graduate Professional,0,Shaik Mahaboob Basha (Mabu),RPI(A)
3672,0,1,GUNTUR,Post Graduate,0,Shaik Mastanvali,INC
3673,0,0,SECUNDERABAD,12th Pass,0,Shaik Muneer Pasha,IND
3674,0,0,NARASARAOPET,12th Pass,"54,68,120",Shaik Nayub Kamal,Janasena Party
3675,0,0,AHMEDNAGAR,12th Pass,"8,04,254",Shaikh Abid Mohammad Hanif,IND
3676,0,3,YAVATMAL WASHIM,8th Pass,0,Shaikh Javed Shaikh Mushtaq,IND
3677,0,1,NAVSARI,Illiterate,0,Shaikh Javeed Ahemad,IND
3678,0,0,PANCHMAHAL,12th Pass,0,Shaikh Kalim,BSP
3679,0,0,AURANGABAD,8th Pass,"1,30,000",Shaikh Khaja Shaikh Kasim Kismatwala,IND
3680,0,0,AURANGABAD,12th Pass,0,Shaikh Nadim Shaikh Karim,Bahujan Maha Party
3681,0,0,BEED,8th Pass,"1,07,800",Shaikh Sadek Shaikh Ibrahim,IND
3682,0,0,NAVSARI,10th Pass,0,Shaikh Saeed Inayat,IND
3683,0,0,PARBHANI,5th Pass,0,Shaikh Salim Shaikh Ibrahim,Bahujan Maha Party
3684,0,0,BEED,Graduate Professional,0,Shaikh Yashed Shaikh Tayyab,IND
3685,0,0,ATTINGAL,10th Pass,0,Shailaja,IND
3686,0,0,RAIPUR,Post Graduate,"46,75,000",Shailendra Kumar Banjare,Shakti Sena (Bharat Desh)
3687,0,0,SATARA,Graduate,0,Shailendra Veer,IND
3688,0,0,BHAGALPUR,12th Pass,"21,80,647",Shailesh Kumar,RJD
3689,0,0,RAMTEK,12th Pass,0,Shailesh Sambhaji Janbandhu,SUCI(C)
3690,0,1,WARDHA,Post Graduate,"20,98,380",Shaileshkumar Premkishorji Agrawal,BSP
3691,0,0,ERNAKULAM,10th Pass,0,Shajahan Abdulkhadar,CPI(ML) Red Star
3692,0,0,DHUBRI,Post Graduate,0,Shajahan Sheikh,Voters Party International
3693,0,0,ARANI,8th Pass,"2,05,65,404",Shaji V,Makkal Needhi Maiam
3694,0,0,DHARWAD,5th Pass,0,Shakeel Ahmad Abdulsattar Dodwad,IND
3695,0,0,SECUNDERABAD,10th Pass,0,Shakti Satayavathi,Pyramid Party of India
3696,0,0,BILASPUR,Graduate Professional,0,Shambhu Sharma,Bharat Bhoomi Party
3697,0,0,JANGIPUR,12th Pass,0,Shamimul Islam,BSP
3698,0,2,ALAPPUZHA,Graduate Professional,"9,25,236",Shan K S,SDPI
3699,0,0,ALAPPUZHA,Post Graduate,"8,25,000",Shanimol,INC
3700,0,0,BELGAUM,Post Graduate,"4,00,000",Shankar Chogule,IND
3701,0,0,GULBARGA,Illiterate,0,Shankar Jadhav,Bharatiya Peoples Party
3702,0,0,RAIPUR,Illiterate,0,Shankar Lal Vardani,IND
3703,0,4,SANGLI,10th Pass,0,Shankar Martand Mane,BSP
3704,0,0,BELGAUM,10th Pass,"5,00,000",Shankar Pandappa Rathod,IND
3705,0,0,OSMANABAD,Graduate,0,Shankar Pandurang Gaikwad,IND
3706,0,0,NIZAMABAD,Post Graduate,"90,000",Shankar Yenugu,IND
3707,0,0,KHAMMAM,Post Graduate,"6,00,000",Shankara Rao Gopagani,IND
3708,0,0,MAYILADUTHURAI,8th Pass,0,Shanmugam. M,IND
3709,0,0,DINDIGUL,Post Graduate,0,"Shanmugaprabu, K",IND
3710,0,0,POLLACHI,5th Pass,0,Shanmugasundaram K N,IND
3711,0,0,POLLACHI,8th Pass,0,Shanmugasundaram V,IND
3712,0,0,MADURAI,12th Pass,0,Shanmugham V,IND
3713,0,0,PERAMBALUR,Post Graduate,0,Shanthi K,Naam Tamilar Katchi
3714,0,0,JANJGIR CHAMPA,Graduate Professional,"2,00,000",Shanti Kumar Ratre,Gondvana Gantantra Party
3715,0,2,GARHWAL,12th Pass,0,Shanti Prasad Bhatt,UKD
3716,0,0,BIDAR,12th Pass,"90,000",Sharad,IND
3717,0,0,JALGAON,5th Pass,0,Sharad Gorakh Bhamre (Sutar),Rashtriya Janshakti Party (Secular)
3718,0,3,MADHEPURA,Graduate Professional,0,Sharad Yadav,RJD
3719,0,2,JALNA,Post Graduate,0,Sharadchandra Ganpatrao Wankhede,Vanchit Bahujan Aaghadi
3720,0,0,MAHESANA,12th Pass,"74,77,793",Shardaben Anilbhai Patel,BJP
3721,0,3,LAKSHADWEEP,10th Pass,0,Shareef Khan,CPI(M)
3722,0,0,AHMEDABAD EAST,Graduate,0,Sharma Brijeshkumar Ujagarlal,IND
3723,0,0,NAVSARI,8th Pass,0,Sharma Rajmal Mohanlal,Svatantra Bharat Satyagrah Party
3724,0,2,THIRUVANANTHAPURAM,Doctorate,0,Shashi Tharoor,INC
3725,0,0,DAVANAGERE,Post Graduate,"6,00,000",Shashikumar R N,IND
3726,0,0,SHIMOGA,10th Pass,0,Shashikumar S.Gowda,IND
3727,0,1,JAMMU,10th Pass,"2,50,00,000",Shazad Shabnam,IND
3728,0,3,CHENNAI CENTRAL,Others,0,Sheik Mohamed K,SDPI
3729,0,1,SRINAGAR,12th Pass,"38,00,000",Sheikh Khalid Jehangir,BJP
3730,0,3,UDUPI CHIKMAGALUR,10th Pass,"1,00,000",Shekar Havanje,Republican Party of India (Karnataka)
3731,0,0,SHIMOGA,Graduate,"31,12,000",Shekara Naik,IND
3732,0,1,NAVSARI,Literate,0,Shekh Hamid Ramjan,IND
3733,0,0,AHMEDABAD EAST,8th Pass,0,Shekh Salmabanu Mohamad Salim,IND
3734,0,0,GANDHINAGAR,5th Pass,"32,000",Shekh Shahinbanu Molana Mustak,IND
3735,0,0,SURAT,Graduate Professional,0,Shenmare Vijaybhai Namdeo,CPI
3736,0,0,GAUTAM BUDDHA NAGAR,8th Pass,0,Sher Singh Upaddhaya,Rashtriya Janta Party
3737,0,3,BHARUCH,12th Pass,0,Sherkhan Pathan,INC
3738,0,0,KAIRANA,Others,0,Sheshraj,Bharatrashtra Democratic Party
3739,0,15,HATKANANGLE,10th Pass,"7,74,059",Shetty Raju Anna,Swabhimani Paksha
3740,0,0,PATHANAMTHITTA,10th Pass,0,Shibu P,BSP
3741,0,0,WAYANAD,12th Pass,"3,92,797",Shijo M Varghese,IND
3742,0,0,BEED,10th Pass,0,Shinde Chandraprakash Ganpatrao,Ambedkarite Party of India
3743,0,0,HARIDWAR,12th Pass,0,Shishupal Singh,IND
3744,0,0,KHAGARIA,12th Pass,"25,000",Shiv Narayan Singh,IND
3745,0,1,GAYA,Post Graduate,0,Shiv Shankar,Ambedkarite Party of India
3746,0,0,BANGALORE NORTH,Graduate Professional,0,Shiva Manjesh K.S.,IND
3747,0,0,BEED,10th Pass,"2,00,000",Shivaji Naraynrao Kawathekar,IND
3748,0,2,BARAMATI,Illiterate,"17,40,000",Shivaji Rambhau Nandkhile,IND
3749,0,0,NANDED,Post Graduate,0,Shivanand Ashokrao Deshmukh,IND
3750,0,0,KOPPAL,5th Pass,"12,00,000",Shivaputrappa. Gumagera,BSP
3751,0,0,BIDAR,Graduate,"85,000",Shivaraj,IND
3752,0,0,BELGAUM,12th Pass,0,Shivaraj Narayan Patil,IND
3753,0,0,BAGALKOT,Graduate Professional,0,Shivarajkumar Ajjappa Talawar,IND
3754,0,0,KATIHAR,Literate,0,Shivnandan Mandal,BSP
3755,0,0,FIROZABAD,Graduate Professional,"1,29,18,796",Shivpal Singh Yadav,Pragatishil Samajwadi Party (Lohia)
3756,0,3,UDUPI CHIKMAGALUR,Post Graduate,"4,99,36,840",Shobha Karandlaje,BJP
3757,0,0,PURNIA,Literate,"4,00,000",Shobha Soren,IND
3758,0,0,SRINAGAR,8th Pass,0,Showkat Hussain Khan,JD(U)
3759,0,0,MEERUT,10th Pass,0,Shrawan Kumar Agarwal,IND
3760,0,1,KALIABOR,10th Pass,0,Shree Diganta Kumar Saikia,Hindusthan Nirman Dal
3761,0,6,FATEHPUR SIKRI,10th Pass,0,Shreebhagwan Sharma,BSP
3762,0,0,SOLAPUR,Graduate Professional,0,Shri Ambedkar Prakash Yashwant,Vanchit Bahujan Aaghadi
3763,0,0,SOLAPUR,8th Pass,0,Shri Ashok Bhagavan Ughade,IND
3764,0,0,SOLAPUR,12th Pass,"70,000",Shri Bhise Krishna Nagnath,Bahujan Maha Party
3765,0,0,MANGALDOI,Graduate,0,Shri Dilip Saikia,BJP
